,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,14,14.0
1,1.0,35,14.0
2,1.0,22,14.0
3,1.0,15,14.0
4,1.0,16,14.0
5,1.0,1,14.0
6,1.0,31,14.0
7,2.0,23,10.0
8,2.0,6,14.0
9,2.0,-1,14.0
10,2.0,24,14.0
11,2.0,9,14.0
12,2.0,25,14.0
13,2.0,36,10.0
14,2.0,20,10.0
15,2.0,32,14.0
16,2.0,15,10.0
17,2.0,17,10.0
18,2.0,7,10.0
19,2.0,13,14.0
20,2.0,12,10.0
21,2.0,38,14.0
22,3.0,2,10.0
23,3.0,1,14.0
24,3.0,5,14.0
25,3.0,18,14.0
26,3.0,37,14.0
27,3.0,22,14.0
28,3.0,36,14.0
29,3.0,4,10.0
30,3.0,23,14.0
31,3.0,6,10.0
32,3.0,15,10.0
33,3.0,9,14.0
34,3.0,32,14.0
35,3.0,25,14.0
36,3.0,11,10.0
37,3.0,33,14.0
38,3.0,26,14.0
39,3.0,33,10.0
40,3.0,28,14.0
41,3.0,40,0.0
42,3.0,24,0.0
43,3.0,20,0.0
44,4.0,23,14.0
45,4.0,33,14.0
46,4.0,-1,14.0
47,4.0,2,14.0
48,4.0,37,14.0
49,4.0,17,10.0
50,4.0,14,14.0
51,5.0,26,10.0
52,5.0,9,14.0
53,5.0,21,14.0
54,5.0,37,10.0
55,5.0,11,10.0
56,5.0,1,14.0
57,5.0,5,10.0
58,5.0,4,0.0
59,5.0,24,14.0
60,5.0,13,14.0
61,6.0,7,10.0
62,6.0,13,10.0
63,6.0,24,14.0
64,6.0,1,10.0
65,6.0,26,14.0
66,6.0,36,10.0
67,6.0,14,0.0
68,6.0,-1,14.0
69,6.0,6,0.0
70,6.0,31,10.0
71,6.0,39,10.0
72,6.0,38,14.0
73,6.0,8,14.0
74,6.0,9,14.0
75,6.0,23,0.0
76,7.0,5,10.0
77,7.0,32,14.0
78,7.0,30,10.0
79,7.0,24,14.0
80,7.0,18,10.0
81,7.0,25,10.0
82,7.0,15,14.0
83,7.0,6,10.0
84,7.0,-1,0.0
85,7.0,7,14.0
86,7.0,40,10.0
87,7.0,31,10.0
88,7.0,28,14.0
89,7.0,1,14.0
90,7.0,17,10.0
91,8.0,2,14.0
92,8.0,18,14.0
93,8.0,32,10.0
94,8.0,8,10.0
95,8.0,30,10.0
96,8.0,39,14.0
97,8.0,21,14.0
98,9.0,7,14.0
99,9.0,23,14.0
100,9.0,28,10.0
101,9.0,17,14.0
102,9.0,2,14.0
103,9.0,8,10.0
104,9.0,6,10.0
105,10.0,34,14.0
106,10.0,33,14.0
107,10.0,32,10.0
108,10.0,23,14.0
109,10.0,38,10.0
110,10.0,24,14.0
111,10.0,39,0.0
112,10.0,35,10.0
113,10.0,18,10.0
114,10.0,2,14.0
115,10.0,13,10.0
116,11.0,25,14.0
117,11.0,1,14.0
118,11.0,4,10.0
119,11.0,32,10.0
120,11.0,14,14.0
121,12.0,6,14.0
122,12.0,4,14.0
123,12.0,32,10.0
124,12.0,33,14.0
