,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,13,10.0
1,1.0,11,14.0
2,1.0,19,10.0
3,1.0,30,14.0
4,1.0,26,10.0
5,1.0,24,14.0
6,1.0,36,14.0
7,1.0,25,14.0
8,1.0,21,14.0
9,1.0,4,10.0
10,1.0,32,10.0
11,1.0,5,14.0
12,1.0,2,10.0
13,1.0,39,14.0
14,1.0,29,14.0
15,2.0,10,10.0
16,2.0,11,14.0
17,2.0,19,10.0
18,2.0,37,14.0
19,2.0,34,14.0
20,2.0,24,14.0
21,2.0,16,14.0
22,2.0,4,10.0
23,3.0,26,10.0
24,3.0,7,14.0
25,3.0,37,14.0
26,3.0,16,10.0
27,3.0,18,14.0
28,3.0,19,14.0
29,3.0,21,10.0
30,3.0,34,10.0
31,3.0,28,0.0
32,3.0,5,10.0
33,3.0,24,10.0
34,3.0,30,14.0
35,3.0,8,10.0
36,3.0,29,0.0
37,3.0,2,10.0
38,3.0,22,14.0
39,3.0,25,10.0
40,4.0,12,14.0
41,4.0,4,14.0
42,4.0,3,10.0
43,4.0,6,14.0
44,4.0,9,14.0
45,4.0,2,10.0
46,4.0,17,0.0
47,4.0,22,14.0
48,4.0,23,14.0
49,4.0,39,10.0
50,4.0,8,10.0
51,4.0,25,0.0
52,4.0,32,10.0
53,5.0,14,14.0
54,5.0,7,10.0
55,5.0,26,14.0
56,5.0,3,10.0
57,6.0,1,10.0
58,6.0,4,14.0
59,6.0,7,10.0
60,6.0,26,14.0
61,6.0,17,10.0
62,6.0,34,14.0
63,6.0,32,0.0
64,6.0,9,10.0
65,7.0,40,14.0
66,7.0,6,14.0
67,7.0,9,10.0
68,7.0,30,10.0
69,7.0,36,10.0
70,7.0,21,10.0
71,7.0,15,10.0
72,7.0,8,14.0
73,7.0,29,10.0
74,7.0,18,10.0
75,7.0,10,10.0
76,8.0,7,14.0
77,8.0,8,10.0
78,8.0,4,10.0
79,8.0,17,10.0
80,8.0,27,10.0
81,8.0,30,14.0
82,9.0,30,14.0
83,9.0,40,10.0
84,9.0,31,10.0
85,9.0,8,14.0
86,9.0,6,14.0
87,9.0,4,10.0
88,9.0,9,10.0
89,9.0,29,10.0
90,9.0,10,10.0
91,9.0,26,0.0
92,10.0,39,10.0
93,10.0,26,10.0
94,10.0,4,10.0
95,10.0,27,10.0
96,10.0,10,14.0
97,10.0,1,14.0
98,10.0,24,10.0
99,10.0,5,14.0
100,10.0,21,0.0
101,10.0,25,10.0
102,10.0,29,10.0
103,10.0,30,10.0
104,11.0,6,14.0
105,11.0,16,14.0
106,11.0,22,14.0
107,11.0,28,10.0
108,11.0,30,10.0
109,11.0,27,10.0
110,11.0,5,14.0
111,12.0,3,10.0
112,12.0,1,10.0
113,12.0,34,10.0
114,12.0,2,10.0
115,12.0,30,10.0
116,12.0,7,14.0
117,12.0,25,10.0
118,12.0,37,10.0
119,12.0,26,10.0
120,12.0,8,0.0
121,12.0,4,10.0
122,12.0,18,0.0
123,13.0,1,10.0
124,13.0,6,14.0
125,13.0,38,10.0
126,13.0,5,14.0
127,13.0,7,10.0
128,14.0,2,10.0
129,14.0,4,10.0
130,14.0,30,14.0
131,14.0,8,10.0
132,14.0,27,10.0
133,15.0,14,10.0
134,15.0,6,14.0
135,15.0,11,10.0
136,15.0,15,10.0
137,15.0,5,0.0
138,15.0,13,14.0
139,15.0,25,10.0
140,15.0,19,10.0
141,15.0,4,14.0
142,15.0,26,0.0
143,15.0,31,10.0
144,15.0,2,0.0
145,15.0,29,0.0
146,15.0,10,10.0
147,15.0,1,10.0
